,mat_id,composition
1500,mp-2286,Li2Se1
1501,mp-961709,Zr1Pt1Pb1
1502,mp-10755,Ti1Fe1Sb1
1503,mp-631430,La1In1W1
1504,mp-631440,Bi1Te1Ir1
1505,mp-1226535,Ce1U2O6
1506,mp-1009543,Dy1Bi1Pd1
1507,mp-1224599,Gd1Y1H4
1508,mp-1224215,Hf1Zr1Sb2Rh2
1509,mp-631492,Ba1Sc1Ir1
1510,mp-1062306,Mn1Si1Ni1
1511,mp-961648,K1Ba1P1
1512,mp-962068,Ca1Mg1Sn1
1513,mp-1206686,Tb1Ni1Bi1
1514,mp-1960,Li2O1
1515,mp-21152,Pu2Mg1
1516,mp-1219594,Rb1Tl1Fe8Se8
1517,mp-8101,W1N2
1518,mp-1181909,Ca1O2
1519,mp-1181717,Co2Te2Mo2
1520,mp-1217970,Sr1Si1Ni1
1521,mp-9873,Eu2Zn2Ge2
1522,mp-1217402,Tb1Zn1Si1
1523,mp-1077233,Sm2Sn2Au2
1524,mp-1225441,Eu2Si3Au1
1525,mp-1220194,Nd1Mn1In1
1526,mp-1206687,Pr1Ni1As1
1527,mp-1219874,Pr2Ni1Ge3
1528,mp-1025087,Nd2Ni2Sb2
1529,mp-22740,Ce2Cu2Si2
1530,mp-7738,La2Se2F2
1531,mp-9164,Th1Si1Au1
1532,mp-1018758,La2Zn2In2
1533,mp-992,Ca1Ga2
1534,mp-28797,Y1H1Se1
1535,mp-1227964,Ba1Cu1Ge1
1536,mp-9439,Yb2Cu2Sb2
1537,mp-8126,Y2Cu2Si2
1538,mp-1215905,Y1Cu1Ge1
1539,mp-13149,Ba1Al1Si1
1540,mp-9898,Ba2Cu2As2
1541,mp-1228346,Ba2Si3Au1
1542,mp-12921,Pr2P2Ir2
1543,mp-11267,Ba1Hg2
1544,mp-1217818,Ta1V1B4
1545,mp-1222862,La1Pr1Ni10
1546,mp-1217368,Th1Fe3Co2
1547,mp-1219997,Pr1Fe1Ni4
1548,mp-1222937,La1Co2Ni3
1549,mp-1226702,Ce1Ga1Cu4
1550,mp-1216589,U2Al6Pd3Pt1
1551,mp-1226683,Ce1Al1Ni4
1552,mp-1226683,Ce1Al1Ni4
1553,mp-1217327,Th1Mn2Ni3
1554,mp-20899,U1Ga3Pd2
1555,mp-1225514,Er1Ga2Cu3
1556,mp-11539,Sm1Al3Pd2
1557,mp-570832,Sr1Pt5
1558,mp-2317,La1Ni5
1559,mp-1223000,La1Ce1Co10
1560,mp-542729,Dy3Ni13B2
1561,mp-1220198,Nd1Be1Cu4
1562,mp-1226676,Ce1Ga2Cu3
1563,mp-21305,Gd1Ni5
1564,mp-1077297,Zr4Ir2
1565,mp-1034,Th4Cu2
1566,mp-2851,V2Sb4
1567,mp-571160,Tl4Pt2
1568,mp-30047,Sn12Mo6
1569,mp-1226408,Cr3Ni1Sn8
1570,mp-21428,Th4In2
1571,mp-568411,Th4Ga2
1572,mp-2233,Th4Ag2
1573,mp-30723,Th4Hg2
1574,mp-557,Te4O8
1575,mp-632475,Nb1S2
1576,mp-4818,Rb4Sb8S14
1577,mp-559374,Ti1S3
1578,mp-541037,Cs2Cu2O2
1579,mp-1192112,Zr6Fe1Cl15
1580,mp-1147553,K1Cu1I1O6
1581,mp-1147551,K1Cu1Te1O6
1582,mp-8315,Li2Sm2Al2F12
1583,mp-1105302,Sr6P12
1584,mp-557812,Ti18O6
1585,mp-569623,Nb2Se4Br4
1586,mp-1073413,Mg4Si8
1587,mp-569623,Nb2Se4Br4
1588,mp-1078452,La2O6
1589,mp-21693,Ce20Sn16
1590,mp-607138,Sc20Bi12
1591,mp-1189833,Yb4Si4Pd8
1592,mp-22896,La2Cl6
1593,mp-1189833,Yb4Si4Pd8
1594,mp-10487,Rb8Sb8
1595,mp-27972,Ac2Br6
1596,mp-1214435,Ba4Cl4O4
1597,mp-1105597,Lu4Si4Pt8
1598,mp-23278,Np2Cl6
1599,mp-1075011,Mg6Si8
1600,mp-1189619,Eu10Al10
1601,mp-1225205,Eu2Ga2Au2
1602,mp-1103252,Zn4Pd8
1603,mp-1220139,Nd2Ge2Pt2
1604,mp-16526,Al4Pt8
1605,mp-638141,Li4Sn20Rh12
1606,mp-1095519,Eu8In4
1607,mp-1226615,Ce2Ge2Pd2
1608,mp-11544,Yb8Pb4
1609,mp-569605,Yb8Tl4
1610,mp-1224641,Gd2Si2Pd2
1611,mp-20923,Eu4Sb4Pt4
1612,mp-1188565,In10Sb6
1613,mp-1212203,Ho10Sb2Pd4
1614,mp-11086,La4Mg2Cu4
1615,mp-1207987,Tm10Bi2Pd4
1616,mp-2786,Ca10Zn6
1617,mp-1080181,Pr4In2Ni4
1618,mp-1190072,Yb10Cd2Cu4
1619,mp-1206905,Sm4Mg2Cu4
1620,mp-1079112,Y4In2Pd4
1621,mp-1189582,Y10Ni4Bi2
1622,mp-1206783,Ce4In2Cu4
1623,mp-17593,Ta10Ge6
1624,mp-1208413,Tb10Sb2Pd4
1625,mp-1215969,Yb20Cd3Au9
1626,mp-1078738,Er4In2Cu4
1627,mp-32645,Sm16S24
1628,mp-9463,Zr2Ge2Sb2
1629,mp-1484,Pr8Sb6
1630,mp-35264,Pr5Ag1Se8
1631,mp-674804,Sm4Pb2Se8
1632,mp-684844,Pu16Te24
1633,mp-675925,Ce4Pb2S8
1634,mp-676443,La5Yb1S8
1635,mp-568285,Np6As8
1636,mp-35512,Dy5Ag1S8
1637,mp-567370,Ce6Se8
1638,mp-722,Pr6Se8
1639,mp-684922,Np16Se24
1640,mp-1225434,Eu6Dy2Sb6
1641,mp-1484,Pr8Sb6
1642,mp-1232106,Er4Mg2S8
1643,mp-684787,U16Te24
1644,mp-675209,Dy4Pb2S8
1645,mp-9907,Sr2As6
1646,mp-29558,Bi6Cl2O8
1647,mp-20622,Si4Pd12
1648,mp-1245590,Na4Cu4N4
1649,mp-1079945,Sr2As6
1650,mp-1245590,Na4Cu4N4
1651,mp-756495,Li12Cu4O8
1652,mp-9122,Ca2P6
1653,mp-8890,Cs2Sb4S8
1654,mp-556744,Tl8In8Si8S32
1655,mp-1080859,Ce16Se32
1656,mp-1200819,K8Fe4Ge12Se32
1657,mp-1200793,Ga8Ge2Pb8S24
1658,mp-1202691,Cu4P16Se12I4
1659,mp-16183,Tl4B4Se14
1660,mp-1195667,Cs8Mg4Ge12Se32
1661,mp-5045,Sn4Ge4S12
1662,mp-1211743,K8Al8Se16
1663,mp-1201069,Cs8Cu8P8Se24
1664,mp-1095294,Si4S8
1665,mp-20790,In1P1S4
1666,mp-558706,Rb4Ga12S20
1667,mp-1273655,Mn4O4F4
1668,mp-20767,Fe4Sb8S16
1669,mp-821,Nb16O32
1670,mp-1212011,In4Sb4Se12
1671,mp-1095353,Ir4O8
1672,mp-1246686,Li24Au8N16
1673,mp-774350,Mn12O2F22
1674,mp-7228,Re4O8
1675,mp-1039208,Ca4Zn2
1676,mp-761872,Na4Sn4O6
1677,mp-753891,Zr4Ti4O16
1678,mp-672012,In2Cu2W4O16
1679,mp-1001117,Mn3N2
1680,mp-1039208,Ca4Zn2
1681,mp-1247534,Ca1Ru2N2
1682,mp-557976,Na4C8O8
1683,mp-1227253,Ca1U3Ti8O24
1684,mp-21823,Mn8Pb16O32
1685,mp-1212253,Li2Eu2Mo4O16
1686,mp-998713,Tl2In2Cl6
1687,mvc-679,Y2Bi2W4O16
1688,mp-781618,Mn12O7F17
1689,mp-553961,Sc2Nb2O8
1690,mp-1224949,Fe1Cu1S2
1691,mp-1692,Cu2O2
1692,mp-997098,Cu2Pt2O4
1693,mvc-12108,Ca2Mn4O8
1694,mp-1336,Pd2O2
1695,mp-499,Ag2O2
1696,mp-558330,I8Cl8O8F8
1697,mp-1209570,Tb4B8Ir8
1698,mp-1209570,Tb4B8Ir8
1699,mp-1195118,Ba4Te12O28
1700,mp-1209570,Tb4B8Ir8
1701,mp-1181025,K2Au2Br8O4
1702,mp-1210683,Nd4Rh6Pb19
1703,mp-20202,Mg2Sn8Ru2
1704,mp-1181754,Cu6As8
1705,mp-975237,Rb2Te6Mo6
1706,mp-1211472,La8Ge14
1707,mp-1207542,Yb2Ni10P6
1708,mp-1068243,Lu2In1Ni2
1709,mp-8117,Rb2Mo6S6
1710,mp-1213848,Ce8Ge14
1711,mp-582367,Eu2Ni10P6
1712,mp-17396,Sr2Ni10As6
1713,mp-1201621,La8U4Se20
1714,mp-1025395,Ho2Te6
1715,mp-1204566,Sm12Sb16S36
1716,mp-568971,Ag8Se4
1717,mvc-2857,Ca4W4O8
1718,mp-1105699,In8O12
1719,mp-505682,Dy24Te12
1720,mp-569939,Ag2Bi4Se6Cl2
1721,mp-616641,K8U4I20
1722,mp-985298,Ce8Hf4S20
1723,mp-1196472,Pr8U4S20
1724,mp-1147651,Sn4Au4
1725,mp-1226256,Cr2Fe2Si4
1726,mp-871,Fe4Si4
1727,mp-1225125,Fe3Si4Ir1
1728,mp-10904,Al4Pt4
1729,mp-1483,Si4Rh4
1730,mp-30365,Be4Au4
1731,mp-1221563,Mn1V1Fe4Si2
1732,mp-1184543,Gd1Lu1Ag2
1733,mp-861903,Li1Bi1Rh2
1734,mp-1186619,Pm1Gd1Al2
1735,mp-865046,Li1Pa1Pt2
1736,mp-16482,Ti1Al1Au2
1737,mp-983555,Er2Pd1Au1
1738,mp-21211,In1Fe1Co2
1739,mp-866117,Hf1Zn1Au2
1740,mp-978549,Sm1Lu1Zn2
1741,mp-862817,Pa1Hg1Au2
1742,mp-976082,Mn2Ga1W1
1743,mp-865119,Na1Pr1Hg2
1744,mp-1187607,Tm1Lu1Au2
1745,mp-866064,Nd1Mg1Au2
1746,mp-865987,Li2Ag1Pd1
1747,mp-867151,Sc1Pa1Os2
1748,mp-867919,Er1Nb1Ru2
1749,mp-976125,Pr1Ga1Au2
1750,mp-976082,Mn2Ga1W1
1751,mp-1227262,Ce2In1Ag1
1752,mp-1184371,Gd2Ag1Ir1
1753,mp-862817,Pa1Hg1Au2
1754,mp-862536,La2Cu1Ir1
1755,mp-866212,Yb2Ag1Sn1
1756,mp-1187726,Th1In1Ru2
1757,mp-19183,Li2O2Ni1
1758,mp-1205354,Sc8Se12
1759,mp-770843,V4Cr4O12
1760,mp-1188929,Ti2Nb6S12
1761,mp-10199,Mn2Nb6S12
1762,mp-27848,Ti2I2N2
1763,mp-1222821,Li2Ni6O12
1764,mp-774520,Ti2Al2O6
1765,mp-37873,Li6Er2Br12
1766,mp-1304047,Mg4V2W2O12
1767,mp-22375,In4S6
1768,mp-752935,Li2Fe4O8
1769,mp-1102170,Cr4O8
1770,mp-18937,V4O6
1771,mp-752891,Li2Ti6O12
1772,mp-1221112,Na4Ca4N12
1773,mp-13134,Ga4O6
1774,mp-776873,Cr16O24
1775,mp-2345,Dy16O24
1776,mp-1191202,Co8Sb8S8
1777,mp-23052,Zr2I2N2
1778,mp-674947,Zr16N16O8
1779,mp-1225879,Fe8Co2Bi10O30
1780,mp-865937,K2Np2Ag2S6
1781,mp-1045,Nd16O24
1782,mp-752596,Yb4Sm4O12
1783,mp-1247,Sb8Ir4
1784,mp-776314,Zr16N16O8
1785,mp-775849,Zr16N16O8
1786,mp-755434,Li4Mn2F8
1787,mp-752881,Li2Cu1S2
1788,mp-998555,In2Sn2Br6
1789,mp-15335,Lu8Cu8O20
1790,mp-1097718,Na4Mo4O10
1791,mp-1097796,Cr24N16
1792,mp-1232244,Sm2Mg2S6
1793,mp-1246412,Mg10Fe2N8
1794,mp-18199,Sr12Ta4As12O4
1795,mp-1188655,Ir8S12
1796,mp-1204171,Tb16N24
1797,mp-766236,Gd8Er8O24
1798,mp-1219928,Pd1Pt1Au1
1799,mp-1221812,Mn4Ga1
1800,mp-1226905,Ce2Tl3Sn3
1801,mp-1217463,Th2In3Sn3
1802,mp-1078666,Ga2Pt6
1803,mp-768498,Cr14Ni40Mo6
1804,mp-1221431,Mo1Pd2Rh1
1805,mp-10901,Al3Pd2
1806,mp-11397,Ga3Ni2
1807,mp-1070275,Al3Tc2
1808,mp-1025451,Hf2Ni4Sb2
1809,mp-510437,In3Pd2
1810,mp-22656,Gd2In2Pt4
1811,mp-1079904,U2In2Pt4
1812,mp-20220,Ca4In4Rh4
1813,mp-1101803,Nd4Ga4Pd4
1814,mp-13459,Na4Cd4Sb4
1815,mp-1102281,Pr4Mg4Sn4
1816,mp-1191147,Sm2Fe12P7
1817,mp-1080276,Cs4Se2
1818,mp-30437,Ca4Sn4Pd4
1819,mp-1222768,La1Y1Mn2Si2
1820,mp-2576,Sr8Ge4
1821,mp-980937,Tb2Co12P7
1822,mp-1125,Li8S4
1823,mp-569338,Yb4Al4Pd4
1824,mp-1206065,Pr2In4Ir2
1825,mp-1080595,Gd4Co2Si4
1826,mp-4233,K2Mn2Sb2
1827,mp-21371,V4Co4Si4
1828,mp-21155,Dy4Mn4Ge4
1829,mp-1103066,Sm4Si4Pd4
1830,mp-9250,Rb2Li2Se2
1831,mp-9801,Hf4Co4As4
1832,mp-10457,Hf4Si4Pd4
1833,mp-1206785,Nd2Ga1Ni2
1834,mp-1226111,Co7Ni1P4
1835,mp-867152,Eu4Mg4Ge4
1836,mp-13459,Na4Cd4Sb4
1837,mp-1191755,Yb2Fe12P7
1838,mp-1191589,Ca2Ni12As7
1839,mp-20436,Ta4Si4Rh4
1840,mp-19797,Y4Mn4Ge4
1841,mp-1206025,Ho2Al2Si2
1842,mp-1105580,U4Si10Os6
1843,mp-22044,Sm4Ge4Ru2
1844,mp-1217028,Ti1B2Mo1
1845,mp-1189925,Ho4B8Os4
1846,mp-1220383,Nb1B4Mo3
1847,mp-1189387,Pu4B8Ru4
1848,mp-1189270,Lu4B8Os4
1849,mp-7832,B4W4
1850,mp-1078864,K4Ga4
1851,mp-1078401,La2Bi4Au2
1852,mp-1016650,Ba1Mg6Nb1
1853,mp-1091385,Pu1Al2Pd5
1854,mp-1091385,Pu1Al2Pd5
1855,mp-30851,Ti6Pt10
1856,mp-1078938,Y1Al2Pd5
1857,mp-1099312,K1Mg6W1
1858,mp-29752,Ni2Ge2Pt4
1859,mp-1078315,Pr2Bi4Au2
1860,mp-862621,Ga2Pt6
1861,mp-715923,W2O6
1862,mp-1237229,Re4O12
1863,mp-1182902,Al2F6
1864,mp-685445,Nb20O39F21
1865,mp-1078300,Sc2F6
1866,mp-1206962,Li1Ta1F6
1867,mp-753526,W6O12F6
1868,mp-1217888,Ta1O2F1
1869,mp-1795,Nb1F3
1870,mp-1252764,Al2F6
1871,mp-375,U1O3
1872,mp-16722,Al40V4
1873,mp-550,Al12Mo1
1874,mp-1648,Al12Re1
1875,mp-2832,Cr4Se6
1876,mp-1222423,Li1Ta2Cu1O6
1877,mp-755207,Li2Fe4O4F6
1878,mvc-14154,Y4Mo4O12
1879,mp-1178178,Ho4Tm4O12
1880,mvc-5781,Zn4Ir2W2O12
1881,mvc-13829,Mg4Fe2Sb2O12
1882,mp-1225905,Cu8Ni4Te4O24
1883,mp-1227428,Ce4V2Fe2O12
1884,mp-1211920,Ho4Ni2Ru2O12
1885,mp-776460,Li4Fe1W3O12
1886,mp-13374,La4Tm4O12
1887,mvc-5066,Mg4Ni2W2O12
1888,mp-1209432,Pr12As4Br12
1889,mp-1232175,Mg2Sc2S6
1890,mvc-13402,Ca1La2Sn1O6
1891,mp-867654,Li6Mn5Co1O12
1892,mvc-5800,Mg4Ni2Ir2O12
1893,mp-9457,Ca6Re2O12
1894,mp-1213810,Ce4Lu4O12
1895,mp-1247289,Mn2Co10N8
1896,mp-19255,Ti2Fe4O10
1897,mvc-14026,Zn2Cr3O8
1898,mvc-3578,Ca2Cr3O8
1899,mp-761021,Li3Cu1Te4O12
1900,mvc-8747,Mg1Bi4O8
1901,mp-753041,Li6Mn2F12
1902,mvc-8747,Mg1Bi4O8
1903,mp-1305121,Co4Te1O8
1904,mp-676663,Zn6Sn6Sb12
1905,mp-754010,Zn2Cu4O6
1906,mp-676663,Zn6Sn6Sb12
1907,mp-571383,Pd24Se24
1908,mp-1247388,Ca12Y8N16
1909,mp-531864,Al24Zn3O40
1910,mp-530826,Mg7Al22O40
1911,mp-774644,Li11V12Cu12O48
1912,mp-676333,Ga11N1O15
1913,mp-1198345,Fe20Si12O48
1914,mp-685444,Mg11Fe30O56
1915,mp-1216038,Zn4Cr20Ga4Se40
1916,mp-760795,Al10Zn1O16
1917,mp-530754,Mg5Al34O56
1918,mp-753572,Li4Cu6F16
1919,mp-985304,Cr1Ga2S4
1920,mp-1216488,V3Cr1Ga1Se8
1921,mp-758809,Li5Mn6O16
1922,mp-35482,Ti1Fe4O8
1923,mp-1248857,Al14Cu3Se24
1924,mp-1232084,Tm8Mg4Se16
1925,mvc-16220,Mn12Al4O24
1926,mp-1662145,Mg4V6O16
1927,mp-1225001,Fe5O8
1928,mp-1261478,Al4Ni12O24
1929,mp-1084771,Be6P4
1930,mp-1196079,Mg24Bi16
1931,mp-33216,Pu4O6
1932,mp-673247,Y4O6
1933,mp-1196079,Mg24Bi16
1934,mp-766,As4Ru2
1935,mp-1413,P4Ru2
1936,mp-29639,Te7Pd20
1937,mp-1213091,In12Ni28
1938,mp-1074549,Mg8Si6
1939,mp-567919,Al45V7
1940,mp-1210567,Mn1Zn13
1941,mp-1199056,Rb16Ge16
1942,mp-1216505,V12Ga14
1943,mp-1194040,Mn10Al16
1944,mp-1228763,Al16V10
1945,mp-1216677,Tl4Pd15Pb1
1946,mp-1224944,Ga1Cu4Ni15
1947,mp-1228918,Al1Ga1Ni6
1948,mp-1224947,Fe1Ni1Pt6
1949,mp-1217285,Ti1Al4Ni15
1950,mp-1228832,Al1Ni6Ge1
1951,mp-1223296,La6Zn1Cu1
1952,mp-1193199,Hf18Re8P2
1953,mp-31403,Al78Fe14Cu48
1954,mp-1211824,K2U12F50
1955,mp-1193800,Hf18Re8Se2
1956,mp-1212295,Mn48Al108
1957,mp-1194467,Hf20Si2Mo6
1958,mp-1194253,Hf18W8Se2
1959,mp-1210260,Nd8Co2
1960,mp-1212267,Ho8Ir2
1961,mp-22938,V4Cl12O4
1962,mp-680506,Pt8Cl32
1963,mp-555863,P4Pt1F12
1964,mp-698060,P8H8O8F16
1965,mp-1212427,Ho8Co2
1966,mp-1194032,Pu2S4O24
1967,mp-23216,Sn4Br16
1968,mp-29109,Si8I24
1969,mp-707249,H48C16S2N4O8
1970,mp-1188581,Si5H8Cl4
1971,mp-1189731,P4Br12O4
1972,mp-1210664,Lu8Co2
1973,mp-540760,Fe4P4Cl32
1974,mp-1079620,Cr2Cl4O4
1975,mp-745113,Co6C18Se2O18
1976,mp-624762,Fe16Te8C44O44
1977,mp-698360,Hg4H8C24N8Cl16
1978,mp-758989,P8H4N4F16
1979,mp-616249,Bi4Os8C24O24
1980,mp-758989,P8H4N4F16
1981,mp-608431,Os6C18S4O18
1982,mp-622020,P8C24N24
1983,mp-6781,Ag2C2N2O2
1984,mp-867808,Co3F9
1985,mp-1202223,W10O30
1986,mp-1225864,Cs2V2Te2O12
1987,mp-752923,V4O2F10
1988,mp-764470,V8O2F22
1989,mp-764879,V8O6F18
1990,mp-1220301,Nb2Tl2W2O12
1991,mp-779309,V8O6F18
1992,mp-752752,Li1Mn1F6
1993,mp-41473,Cs4Ti4Ni4O4F20
1994,mp-759542,V4O3F9
1995,mp-4782,Ca1Sn1F6
1996,mp-780466,Cr8O2F22
1997,mp-755181,V4O5F7
1998,mp-1217845,Ta2W2O14
1999,mp-559931,V2F6
2000,mp-1540758,Mg1Co1F6
2001,mp-1206085,Mn1Cu1F6
2002,mp-684745,Cs2Ti2Nb2O8F4
2003,mp-568324,Cr10Ge6
2004,mp-4193,Tm9Fe10Ge10
2005,mp-568376,Ta10Ga6
2006,mp-16723,Y12Al8
2007,mp-568671,V10Si6
2008,mp-1190042,U6S10
2009,mp-542019,Np10Ge6
2010,mp-16842,Nb10Ge6
2011,mp-17615,Ta10Ge6
2012,mp-567996,Nb10Si6
2013,mp-570845,Zn8Ga24Ni24
2014,mp-1179059,Te2Mo12
2015,mp-11233,Zr2Al2
2016,mp-29152,Zr4Co2P2
2017,mp-13053,Sr4Si4
2018,mp-1067235,Ba2Si2
2019,mp-1730,Ba2Ge2
2020,mp-1218812,Sr2Ga1Si1
2021,mp-12751,Pu2Ni2
2022,mp-1218812,Sr2Ga1Si1
2023,mp-1189342,Zr10Te2Pb6
2024,mp-1180331,Mn6V4Si6
2025,mp-2044,Zr10Al6
2026,mp-30675,Ti10Ga8
2027,mp-1180331,Mn6V4Si6
2028,mp-1221407,Mn5Fe5Si6
2029,mp-570774,Zr10Al8
2030,mp-31167,Er10Si6
2031,mp-1189848,Tb10Bi6
2032,mp-1189978,Hf10Ga2Sn6
2033,mp-505302,U10Ge8
2034,mp-30675,Ti10Ga8
2035,mp-1189848,Tb10Bi6
2036,mp-1220457,Nd10Si3Ge3
2037,mp-569319,Mo5As4
2038,mp-1210703,Mg6Pd10
2039,mp-1103513,Li3Mg8Si4
2040,mp-753349,Li2Ti2Si2O8
2041,mp-31005,Zn6P4O16
2042,mp-760208,Li16V12Fe8O48
2043,mvc-3101,Mg8Fe10Te6O36
2044,mp-1232043,La8Mg4Se16
2045,mp-778047,Na32Ni8O32
2046,mp-886,Ga4O6
2047,mp-756035,Li1Ti4O8
2048,mp-779754,Na10Ni4As2C8O32
2049,mp-28251,Ta4Zn6O16
2050,mp-774895,Li8Mg8W12O48
2051,mvc-2868,Zn1Bi4O8
2052,mp-756084,Ba2Na8O6
2053,mp-1096822,Al4Zn2S8
2054,mp-1253145,Li18V6Si12O42
2055,mp-1569454,Mg2Co2Ge4O12
2056,mp-562111,Co12As8O32
2057,mp-759336,Li14Cr14P12O48F6
2058,mp-1310605,Li4Ti4V6O20
2059,mp-1225359,Fe4Cu8B4O20
2060,mp-26317,Li4Cr4P4O16
2061,mp-770534,Li4Mn6O14
2062,mp-1226305,Co2Ni4P4O16
2063,mp-1234817,Mg1Mn8O8F8
2064,mp-26561,Li9Mo9P12O48
2065,mp-1193287,Li4Sc2P4O16
2066,mp-755023,Mg2Mn3O8
2067,mp-1204830,As18Pb10S36
2068,mvc-16263,Zn2Bi4O8
2069,mp-568758,Bi8Br8
2070,mp-21489,Rb4Pb2O6
2071,mp-22737,Sb16Pb6S30
2072,mp-1191720,Tl4Ag4Te4O12
2073,mp-1246129,Ca8Se2N8
2074,mp-28408,K4Tc4Cl12
2075,mp-554900,K12Mn12O24
2076,mp-569707,Bi4Se4Br4
2077,mp-1246566,Ca6Bi4N8
2078,mp-2654,Al12S18
2079,mp-769290,Li4Cu4P4O16
2080,mp-754812,Al4O6
2081,mp-759158,Li12Mn4F20
2082,mp-754812,Al4O6
2083,mp-762012,Li4Ni4P4O16
2084,mp-3856,O32Ca4Mo20
2085,mp-612740,In12Se18
2086,mp-1074652,Mg4Si2
2087,mp-4395,Tb2Sc2Ge2
2088,mp-1217033,Ti2Al6Ge2
2089,mp-977388,Ho2Mg2Sn2
2090,mp-4973,Ce2S2F2
2091,mp-21433,Tb2Ti2Ge2
2092,mp-1074652,Mg4Si2
2093,mp-21433,Tb2Ti2Ge2
2094,mp-9908,Ba4Sb2
2095,mp-9925,Ca4Sb2
2096,mp-1228397,Ba6U2In4O18
2097,mp-12410,Ba2Tb1Ir1O6
2098,mp-1112689,Cs2K1Tm1Cl6
2099,mp-1183447,Be1Pd1O3
2100,mp-1113024,Cs2Li1Bi1Cl6
2101,mp-1183406,Ba1Yb1O3
2102,mp-1187561,Yb1Ga1O3
2103,mp-1111124,K2Rb1Sb1F6
2104,mp-7482,Rb1Hg1F3
2105,mp-569309,Rb6Mn6Cl18
2106,mp-1111690,Li3Au1F6
2107,mp-1016876,Zn1Si1O3
2108,mp-1111584,K2Tl1Bi1F6
2109,mp-1113837,Na2Li1Bi1Cl6
2110,mp-686204,K6Ba4Pr4Bi6O30
2111,mp-1112170,K2In2Cl6
2112,mp-1111624,K2Na1Sb1Cl6
2113,mp-1223920,K3Mg1Cu2F9
2114,mp-1183291,Ba1Er1O3
2115,mp-1206894,Lu3Al1C1
2116,mp-1016886,Mg1V1O3
2117,mp-1112112,Cs2Tl1As1Br6
2118,mp-21888,Tm3Sn1C1
2119,mp-1069270,Zn1Ni3N1
2120,mp-1076485,Ca7Mg1Mn8O24
2121,mp-1184941,K1Lu1O3
2122,mp-1183712,Cr1Ge1O3
2123,mp-22441,Ba2Mg1Re1O6
2124,mp-1111925,K2Li1Nd1F6
2125,mp-1113298,Rb2Cu1Mo1Cl6
2126,mp-989512,Li1Tl2In1Cl6
2127,mp-1112897,Cs2Y1Hg1Br6
2128,mp-1111104,K2Na1Nb1F6
2129,mp-31055,Sc3In1N1
2130,mp-1114623,Rb3Gd1Cl6
2131,mp-1183289,Ba1Sc1O3
2132,mp-1113295,Cs2Hg1Sb1I6
2133,mp-19182,Ba2Ca1W1O6
2134,mp-1183971,Cs1Ru1O3
2135,mp-1114094,Rb2In1Ag1F6
2136,mp-1112618,Cs2Sm1Cu1Cl6
2137,mp-1187783,U1Tc1O3
2138,mp-1076020,Sr1Ca3Mn4O12
2139,mp-1113623,Cs2Ga1Ag1Cl6
2140,mp-1207116,Sr2Pr1Ta1O6
2141,mvc-15452,Y1Mo1O3
2142,mp-1076132,Ca7Mg1Co7Cu1O24
2143,mp-977370,Eu1Os1O3
2144,mp-570379,Cs2Li1Lu1Cl6
2145,mp-1114424,Rb2Li1Nd1F6
2146,mp-1183696,Cr1Cu1O3
2147,mp-1277316,Sr8Fe4Sn4O24
2148,mp-1184597,Hf1Th1O3
2149,mp-1111158,K3Ta1I6
2150,mp-560671,Rb2Na1V1F6
2151,mp-1186948,Sb1Pb1O3
2152,mp-22502,Mn3Ir1N1
2153,mp-510381,Fe3Ni1N1
2154,mp-1114430,Rb2Li1Ta1Br6
2155,mp-33029,Nd2O3
2156,mp-1111405,K3Nd1Br6
2157,mp-1113311,Na3Au1Cl6
2158,mp-4356,Ca4Si4O12
2159,mp-1113397,Rb2Ce1Au1Cl6
2160,mp-1111687,Li3Nb1F6
2161,mp-1111915,K2Na1Tl1Br6
2162,mp-22120,Y1Rh3C1
2163,mp-1114655,K1Rb2As1Cl6
2164,mp-1111974,Cs1K2Nb1F6
2165,mp-20191,Si12Ru8
2166,mp-1232037,La4Mg2Se8
2167,mp-1074404,Mg8Si6
2168,mp-675130,Tb24Pb4Se40
2169,mp-1232092,Sm4Mg2S8
2170,mp-1218660,Sr12Yb8Cd10Sb20
2171,mp-561384,Zr8F32
2172,mp-32640,La5S8
2173,mp-1224035,K4Sr2Cl8
2174,mp-1099319,Rb1Mg6Ni1
2175,mp-1073862,Mg6Si6
2176,mp-1075363,Mg10Si12
2177,mp-1209908,Nd4Cr4Sb12
2178,mp-753623,Li4Cu8S6
2179,mp-1074412,Mg8Si6
2180,mp-1238832,Zn2Cl6
2181,mp-22690,Tb2Cd2F12
2182,mp-1225266,Fe9B4Ir3
2183,mp-1105844,Sr12Hg4
2184,mp-623751,Tb12Ni4
2185,mp-1105598,Y12Co4
2186,mp-1205795,La2Ni6B2
2187,mp-1190011,Ho12Os4
2188,mp-1105860,Fe8Ni4B4
2189,mp-1188476,Ho12Pt4
2190,mp-1106122,Pr12Ni4
2191,mp-1105479,Dy12Pt4
2192,mp-757,Li6As2
2193,mp-685136,Bi2F6
2194,mp-757,Li6As2
2195,mp-675589,Li4Cu2P2
2196,mp-34127,K4Na2As2
2197,mp-1025406,Li2P6
2198,mp-1206505,Gd2O6
2199,mp-23679,Pu2H6
2200,mp-1087492,Li4Zn2Si2
2201,mp-1078581,Th3Al3Ni3
2202,mp-1207584,Yb5P7Pd9
2203,mp-1078857,Dy3Al3Cu3
2204,mp-1078841,La3Mg3Pd3
2205,mp-8864,Li1Co6P4
